country_code,year,model_count,ai_policy_lag1,mean_ai_policy_lag1,log_gdp,internet_users_pct,regulatory_quality_filled,regulatory_quality_was_filled
NER,2017,0,0.0,0.0,23.153300290745968,10.2243115586561,-1.229895925521851,0
NER,2018,0,0.0,0.0,23.27278194176129,10.74180031,-1.1560642838478088,0
NER,2019,0,0.0,0.0,23.242641262777028,11.28549957,-1.2261432349681851,0
NER,2020,0,0.0,0.0,23.336883167209805,11.85680008,-1.352140671014786,0
NER,2021,0,0.0,0.0,23.427050570751963,12.45689964,-1.288208657503128,0
NER,2022,0,0.0,0.0,23.46615534897088,13.08749962,-1.0091253995895382,0
NER,2023,0,0.0,0.0,23.55351983373943,12.98079967,-0.5718477010726928,0
NER,2024,0,0.0,0.0,23.70539531286546,15.55760002,-0.5718477010726928,1
NGA,2017,0,0.0,0.75,26.652178504379695,25.87789917,-1.555904173851013,0
NGA,2018,0,0.0,0.75,26.76765307259208,27.74370003,-1.4887395799160004,0
NGA,2019,0,0.0,0.75,27.22788328663484,29.74410057,-1.59429412484169,0
NGA,2020,0,0.0,0.75,27.117837410434245,31.88879967,-1.7370398640632585,0
NGA,2021,0,1.0,0.75,27.13532663183756,35.50979996,-1.6019208192825318,0
NGA,2022,0,1.0,0.75,27.19553524684641,39.14720154,-1.6183225870132445,0
NGA,2023,0,2.0,0.75,26.91232595090149,40.06399918,-0.6558056056499479,0
NGA,2024,0,2.0,0.75,26.253733591761986,41.21139908,-0.6558056056499479,1
NIC,2017,0,0.0,0.0,23.346911660424936,30.39999962,-1.1787700593471526,0
NIC,2018,0,0.0,0.0,23.290153466608142,33.9129982,-1.2380030035972591,0
NIC,2019,0,0.0,0.0,23.264790946687366,39.01079941,-1.2095253825187684,0
NIC,2020,0,0.0,0.0,23.266946175649498,44.87490082,-1.1509714245796203,0
NIC,2021,0,0.0,0.0,23.377142768391515,51.62039948,-1.4439640641212463,0
NIC,2022,0,0.0,0.0,23.47275055251814,59.38000107,-1.2806272745132443,0
NIC,2023,0,0.0,0.0,23.60279245504308,60.30120087,-0.6146411955356597,0
NIC,2024,0,0.0,0.0,23.70369723944396,61.39550018,-0.6146411955356597,1
NLD,2017,0,1.0,6.75,27.4664218332263,93.1972789115646,3.4699705600738517,0
NLD,2018,0,1.0,6.75,27.55816393022722,91.8918918918919,3.424682021141058,0
NLD,2019,0,3.0,6.75,27.5572701629644,93.2885906040269,3.1467458367347763,0
NLD,2020,0,6.0,6.75,27.56120025357443,91.33333333,2.975169920921331,0
NLD,2021,4,9.0,6.75,27.68406140071647,92.05298013,2.960630977153772,0
NLD,2022,0,11.0,6.75,27.67651136283,92.51968504,2.397180867195129,0
NLD,2023,1,11.0,6.75,27.758072945559004,97.00680272,1.2536764740943938,0
NLD,2024,1,12.0,6.75,27.824889284998115,97.00679779,1.2536764740943938,1
NOR,2017,0,2.0,10.75,26.753165167155693,96.3576012951191,3.070861184597012,0
NOR,2018,0,4.0,10.75,26.842659268986125,96.4916579887094,3.0347815990448046,0
NOR,2019,0,7.0,10.75,26.77357668763192,98.0000043853142,3.0578453063964828,0
NOR,2020,0,8.0,10.75,26.669347268841644,94.60755647,2.882927751541138,0
NOR,2021,0,13.0,10.75,26.98015189390569,99.0000036,2.770674252510077,0
NOR,2022,0,16.0,10.75,27.14865633604148,98.99997764,2.1225953102111803,0
NOR,2023,0,18.0,10.75,26.942259571039948,99.00000258,1.118266415596008,0
NOR,2024,0,18.0,10.75,26.93964502213636,99.0,1.118266415596008,1
NPL,2017,0,0.0,0.0,24.08958149500971,24.3,-1.253022819757461,0
NPL,2018,0,0.0,0.0,24.2231472531996,28.60000038,-1.3097793638706203,0
NPL,2019,0,0.0,0.0,24.25508732622752,33.33660126,-1.243435150384903,0
NPL,2020,0,0.0,0.0,24.232828992986693,36.96530151,-1.240223425626755,0
NPL,2021,0,0.0,0.0,24.332150370006232,40.98910141,-1.084465628862381,0
NPL,2022,0,0.0,0.0,24.44128991821838,45.45080185,-0.9103289127349856,0
NPL,2023,0,0.0,0.0,24.43804034752413,45.80680084,-0.4629896104335781,0
NPL,2024,0,0.0,0.0,24.491393337688148,46.32189941,-0.4629896104335781,1
NRU,2017,0,0.0,0.0,18.510115870899305,62.38510132,-1.4655925929546367,0
NRU,2019,0,0.0,0.0,18.645104399965383,74.73789978,-0.2063983626663682,0
NRU,2020,0,0.0,0.0,18.641306633904037,77.46659851,-0.084678941220045,0
NRU,2021,0,0.0,0.0,18.82125607652246,80.29499817,0.017843821644783,0
NRU,2022,0,0.0,0.0,19.01219023358957,83.22660065,0.0269435614347457,0
NRU,2023,0,0.0,0.0,18.90020959442317,83.03970337,0.0067101001739501,0
NRU,2024,0,0.0,0.0,18.938482467131983,83.01170349,0.0067101001739501,1
